"source_object","target_object","relationship_field_count","fields"
"c2g__codaYear__c","c2g__codaCompany__c","1","c2g__OwnerCompany__c"
"c2g__codaYear__c","c2g__codaGeneralLedgerAccount__c","2","c2g__RetainedEarningsGLA__c;c2g__SuspenseGLA__c"
"c2g__codaYear__c","Group","1","OwnerId"
"c2g__codaYear__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaYear__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__codaYear__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaYearEndLog__c","c2g__codaYear__c","1","c2g__Year__c"
"c2g__codaYearEndLog__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaYearEndLog__c","User","2","CreatedById;LastModifiedById"
"c2g__codaYearEndLog__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__CollectionsPlusSettings__c","Organization","1","SetupOwnerId"
"c2g__CollectionsPlusSettings__c","Profile","1","SetupOwnerId"
"c2g__CollectionsPlusSettings__c","Record Visibility","1","RecordVisibilityId"
"c2g__CollectionsPlusSettings__c","User","3","CreatedById;LastModifiedById;SetupOwnerId"
"c2g__CollectionsPlusSettings__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__CollectionsSpace__c","c2g__codaCompany__c","1","c2g__Company__c"
"c2g__CollectionsSpace__c","Group","1","OwnerId"
"c2g__CollectionsSpace__c","Record Visibility","1","RecordVisibilityId"
"c2g__CollectionsSpace__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__CollectionsSpace__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__CollectionsStatementSpace__c","c2g__codaCompany__c","1","c2g__Company__c"
"c2g__CollectionsStatementSpace__c","Group","1","OwnerId"
"c2g__CollectionsStatementSpace__c","Record Visibility","1","RecordVisibilityId"
"c2g__CollectionsStatementSpace__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__CollectionsStatementSpace__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__CombinationRule__c","c2g__codaCompany__c","1","c2g__Company__c"
"c2g__CombinationRule__c","c2g__codaGeneralLedgerAccount__c","1","c2g__GeneralLedgerAccount__c"
"c2g__CombinationRule__c","c2g__CombinationRuleSettings__c","1","c2g__Setting__c"
"c2g__CombinationRule__c","Group","1","OwnerId"
"c2g__CombinationRule__c","Record Visibility","1","RecordVisibilityId"
"c2g__CombinationRule__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__CombinationRule__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__CombinationRuleLineItem__c","c2g__codaDimension1__c","1","c2g__Dimension1Value__c"
"c2g__CombinationRuleLineItem__c","c2g__codaDimension2__c","1","c2g__Dimension2Value__c"
"c2g__CombinationRuleLineItem__c","c2g__codaDimension3__c","1","c2g__Dimension3Value__c"
"c2g__CombinationRuleLineItem__c","c2g__codaDimension4__c","1","c2g__Dimension4Value__c"
"c2g__CombinationRuleLineItem__c","c2g__CombinationRule__c","1","c2g__CombinationRule__c"
"c2g__CombinationRuleLineItem__c","Record Visibility","1","RecordVisibilityId"
"c2g__CombinationRuleLineItem__c","User","2","CreatedById;LastModifiedById"
"c2g__CombinationRuleLineItem__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__CombinationRulesErrorLog__c","c2g__CombinationRuleSettings__c","1","c2g__Setting__c"
"c2g__CombinationRulesErrorLog__c","Record Visibility","1","RecordVisibilityId"
"c2g__CombinationRulesErrorLog__c","User","2","CreatedById;LastModifiedById"
"c2g__CombinationRulesErrorLog__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__CombinationRuleSettingLineItem__c","c2g__CombinationRuleSettings__c","1","c2g__CombinationRuleSetting__c"
"c2g__CombinationRuleSettingLineItem__c","Record Visibility","1","RecordVisibilityId"
"c2g__CombinationRuleSettingLineItem__c","User","2","CreatedById;LastModifiedById"
"c2g__CombinationRuleSettingLineItem__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__CombinationRuleSettings__c","c2g__fflib_BatchProcess__c","1","c2g__BatchProcess__c"
"c2g__CombinationRuleSettings__c","Group","1","OwnerId"
"c2g__CombinationRuleSettings__c","Record Visibility","1","RecordVisibilityId"
"c2g__CombinationRuleSettings__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__CombinationRuleSettings__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__CommonName__c","Group","1","OwnerId"
"c2g__CommonName__c","Record Visibility","1","RecordVisibilityId"
"c2g__CommonName__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__CommonName__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__CommunitySettings__c","Organization","1","SetupOwnerId"
"c2g__CommunitySettings__c","Profile","1","SetupOwnerId"
"c2g__CommunitySettings__c","Record Visibility","1","RecordVisibilityId"
"c2g__CommunitySettings__c","User","3","CreatedById;LastModifiedById;SetupOwnerId"
"c2g__CommunitySettings__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__CompanyOwnership__c","c2g__codaCompany__c","2","c2g__Company__c;c2g__InternalCompany__c"
"c2g__CompanyOwnership__c","Record Visibility","1","RecordVisibilityId"
"c2g__CompanyOwnership__c","User","2","CreatedById;LastModifiedById"
"c2g__CompanyOwnership__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__ConsolidationHierarchy__c","Group","1","OwnerId"
"c2g__ConsolidationHierarchy__c","Record Visibility","1","RecordVisibilityId"
"c2g__ConsolidationHierarchy__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__ConsolidationHierarchy__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__ConsolidationHierarchyLine__c","c2g__codaCompany__c","21","c2g__Company__c;c2g__Level01Company__c;c2g__Level02Company__c;c2g__Level03Company__c;c2g__Level04Company__c;c2g__Level05Company__c;c2g__Level06Company__c;c2g__Level07Company__c;c2g__Level08Company__c;c2g__Level09Company__c;c2g__Level10Company__c;c2g__Level11Company__c;c2g__Level12Company__c;c2g__Level13Company__c;c2g__Level14Company__c;c2g__Level15Company__c;c2g__Level16Company__c;c2g__Level17Company__c;c2g__Level18Company__c;c2g__Level19Company__c;c2g__Level20Company__c"
"c2g__ConsolidationHierarchyLine__c","c2g__ConsolidationHierarchy__c","1","c2g__ConsolidationHierarchy__c"
"c2g__ConsolidationHierarchyLine__c","Record Visibility","1","RecordVisibilityId"
"c2g__ConsolidationHierarchyLine__c","User","2","CreatedById;LastModifiedById"
"c2g__ConsolidationHierarchyLine__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__ConsolidationSettings__c","Organization","1","SetupOwnerId"
"c2g__ConsolidationSettings__c","Profile","1","SetupOwnerId"
"c2g__ConsolidationSettings__c","Record Visibility","1","RecordVisibilityId"
"c2g__ConsolidationSettings__c","User","3","CreatedById;LastModifiedById;SetupOwnerId"
"c2g__ConsolidationSettings__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__CurrencyConversionSettings__c","Organization","1","SetupOwnerId"
"c2g__CurrencyConversionSettings__c","Profile","1","SetupOwnerId"
"c2g__CurrencyConversionSettings__c","Record Visibility","1","RecordVisibilityId"
"c2g__CurrencyConversionSettings__c","User","3","CreatedById;LastModifiedById;SetupOwnerId"
"c2g__CurrencyConversionSettings__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__CurrencyRevaluationCriteria__c","c2g__codaPeriod__c","6","c2g__BalanceSheetPeriodFrom__c;c2g__BalanceSheetPeriodTo__c;c2g__IncomeStatementPeriodFrom__c;c2g__IncomeStatementPeriodTo__c;c2g__ReversalTransactionPostingPeriod__c;c2g__TransactionPostingPeriod__c"
"c2g__CurrencyRevaluationCriteria__c","c2g__CurrencyRevaluationTemplate__c","1","c2g__Template__c"
"c2g__CurrencyRevaluationCriteria__c","Group","1","OwnerId"
"c2g__CurrencyRevaluationCriteria__c","Record Visibility","1","RecordVisibilityId"
"c2g__CurrencyRevaluationCriteria__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__CurrencyRevaluationCriteria__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__CurrencyRevaluationCriteriaLineItem__c","c2g__codaCompany__c","1","c2g__Company__c"
"c2g__CurrencyRevaluationCriteriaLineItem__c","c2g__CurrencyRevaluationCriteria__c","1","c2g__CurrencyRevaluationCriteria__c"
"c2g__CurrencyRevaluationCriteriaLineItem__c","Record Visibility","1","RecordVisibilityId"
"c2g__CurrencyRevaluationCriteriaLineItem__c","User","2","CreatedById;LastModifiedById"
"c2g__CurrencyRevaluationCriteriaLineItem__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__CurrencyRevaluationHistory__c","c2g__codaCompany__c","1","c2g__Company__c"
"c2g__CurrencyRevaluationHistory__c","c2g__codaJournal__c","4","c2g__RevaluationJournalNumber__c;c2g__ReverseRevaluationJournalNumber__c;c2g__ReverseTranslationJournalNumber__c;c2g__TranslationJournalNumber__c"
"c2g__CurrencyRevaluationHistory__c","c2g__codaPeriod__c","2","c2g__JournalPeriod__c;c2g__ReverseJournalPeriod__c"
"c2g__CurrencyRevaluationHistory__c","c2g__CurrencyRevaluationCriteria__c","1","c2g__Criteria__c"
"c2g__CurrencyRevaluationHistory__c","c2g__CurrencyRevaluationTemplate__c","1","c2g__Template__c"
"c2g__CurrencyRevaluationHistory__c","Group","1","OwnerId"
"c2g__CurrencyRevaluationHistory__c","Record Visibility","1","RecordVisibilityId"
"c2g__CurrencyRevaluationHistory__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__CurrencyRevaluationHistory__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__CurrencyRevaluationHistoryLineItem__c","c2g__codaJournal__c","2","c2g__JournalNumber__c;c2g__ReverseJournalNumber__c"
"c2g__CurrencyRevaluationHistoryLineItem__c","c2g__codaPeriod__c","2","c2g__JournalPeriod__c;c2g__ReverseJournalPeriod__c"
"c2g__CurrencyRevaluationHistoryLineItem__c","c2g__CurrencyRevaluationHistory__c","1","c2g__CurrencyRevaluationHistory__c"
"c2g__CurrencyRevaluationHistoryLineItem__c","Record Visibility","1","RecordVisibilityId"
"c2g__CurrencyRevaluationHistoryLineItem__c","User","2","CreatedById;LastModifiedById"
"c2g__CurrencyRevaluationHistoryLineItem__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__CurrencyRevaluationTemplate__c","c2g__codaDimension1__c","1","c2g__Dimension1__c"
"c2g__CurrencyRevaluationTemplate__c","c2g__codaDimension2__c","1","c2g__Dimension2__c"
"c2g__CurrencyRevaluationTemplate__c","c2g__codaDimension3__c","1","c2g__Dimension3__c"
"c2g__CurrencyRevaluationTemplate__c","c2g__codaDimension4__c","1","c2g__Dimension4__c"
"c2g__CurrencyRevaluationTemplate__c","c2g__codaGeneralLedgerAccount__c","4","c2g__TranslationGLA__c;c2g__TranslationGLAReporting__c;c2g__UnrealizedGainsLossesGLA__c;c2g__UnrealizedLossesGLA__c"
"c2g__CurrencyRevaluationTemplate__c","Group","1","OwnerId"
"c2g__CurrencyRevaluationTemplate__c","Record Visibility","1","RecordVisibilityId"
"c2g__CurrencyRevaluationTemplate__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__CurrencyRevaluationTemplate__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__CurrencyRevaluationTemplateLineItem__c","c2g__codaGeneralLedgerAccount__c","1","c2g__GeneralLedgerAccount__c"
"c2g__CurrencyRevaluationTemplateLineItem__c","c2g__CurrencyRevaluationTemplate__c","1","c2g__CurrencyRevaluationTemplate__c"
"c2g__CurrencyRevaluationTemplateLineItem__c","Record Visibility","1","RecordVisibilityId"
"c2g__CurrencyRevaluationTemplateLineItem__c","User","2","CreatedById;LastModifiedById"
"c2g__CurrencyRevaluationTemplateLineItem__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__CustomFormAssignment__c","c2g__CustomFormLayout__c","1","c2g__CustomFormLayout__c"
"c2g__CustomFormAssignment__c","Group","1","OwnerId"
"c2g__CustomFormAssignment__c","Record Visibility","1","RecordVisibilityId"
"c2g__CustomFormAssignment__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__CustomFormAssignment__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__CustomFormLayout__c","Group","1","OwnerId"
"c2g__CustomFormLayout__c","Record Visibility","1","RecordVisibilityId"
"c2g__CustomFormLayout__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__CustomFormLayout__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__CustomFormLayoutField__c","c2g__CustomFormLayoutSection__c","1","c2g__CustomFormLayoutSection__c"
"c2g__CustomFormLayoutField__c","Record Visibility","1","RecordVisibilityId"
"c2g__CustomFormLayoutField__c","User","2","CreatedById;LastModifiedById"
"c2g__CustomFormLayoutField__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__CustomFormLayoutRelatedList__c","c2g__CustomFormLayout__c","1","c2g__CustomFormLayout__c"
"c2g__CustomFormLayoutRelatedList__c","Group","1","OwnerId"
"c2g__CustomFormLayoutRelatedList__c","Record Visibility","1","RecordVisibilityId"
"c2g__CustomFormLayoutRelatedList__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__CustomFormLayoutRelatedList__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__CustomFormLayoutRelatedListField__c","c2g__CustomFormLayoutRelatedList__c","1","c2g__CustomFormLayoutRelatedList__c"
"c2g__CustomFormLayoutRelatedListField__c","Record Visibility","1","RecordVisibilityId"
"c2g__CustomFormLayoutRelatedListField__c","User","2","CreatedById;LastModifiedById"
"c2g__CustomFormLayoutRelatedListField__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__CustomFormLayoutSection__c","c2g__CustomFormLayout__c","1","c2g__CustomFormLayout__c"
"c2g__CustomFormLayoutSection__c","Group","1","OwnerId"
"c2g__CustomFormLayoutSection__c","Record Visibility","1","RecordVisibilityId"
"c2g__CustomFormLayoutSection__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__CustomFormLayoutSection__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__DataView__c","Group","1","OwnerId"
"c2g__DataView__c","Record Visibility","1","RecordVisibilityId"
"c2g__DataView__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__DataView__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__DataViewAction__c","c2g__DataView__c","1","c2g__Dataview__c"
"c2g__DataViewAction__c","Record Visibility","1","RecordVisibilityId"
"c2g__DataViewAction__c","User","2","CreatedById;LastModifiedById"
"c2g__DataViewAction__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__DataViewField__c","c2g__DataView__c","1","c2g__DataView__c"
"c2g__DataViewField__c","c2g__DataViewJoin__c","1","c2g__DataViewJoin__c"
"c2g__DataViewField__c","Record Visibility","1","RecordVisibilityId"
"c2g__DataViewField__c","User","2","CreatedById;LastModifiedById"
"c2g__DataViewField__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__DataViewJoin__c","c2g__DataView__c","1","c2g__Dataview__c"
"c2g__DataViewJoin__c","Record Visibility","1","RecordVisibilityId"
"c2g__DataViewJoin__c","User","2","CreatedById;LastModifiedById"
"c2g__DataViewJoin__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__DataViewJoinFilter__c","c2g__DataViewField__c","1","c2g__DataViewField__c"
"c2g__DataViewJoinFilter__c","c2g__DataViewJoin__c","1","c2g__DataViewJoin__c"
"c2g__DataViewJoinFilter__c","Record Visibility","1","RecordVisibilityId"
"c2g__DataViewJoinFilter__c","User","2","CreatedById;LastModifiedById"
"c2g__DataViewJoinFilter__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__DataViewTransposeItem__c","c2g__DataViewField__c","1","c2g__DataViewField__c"
"c2g__DataViewTransposeItem__c","c2g__DataViewJoin__c","1","c2g__DataViewJoin__c"
"c2g__DataViewTransposeItem__c","Record Visibility","1","RecordVisibilityId"
"c2g__DataViewTransposeItem__c","User","2","CreatedById;LastModifiedById"
"c2g__DataViewTransposeItem__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__EliminationSelectedCompany__c","c2g__AutomatedElimination__c","1","c2g__AutomatedElimination__c"
"c2g__EliminationSelectedCompany__c","c2g__codaCompany__c","1","c2g__SourceCompany__c"
"c2g__EliminationSelectedCompany__c","Record Visibility","1","RecordVisibilityId"
"c2g__EliminationSelectedCompany__c","User","2","CreatedById;LastModifiedById"
"c2g__EliminationSelectedCompany__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__ERPAccountingMessagingSettings__c","Organization","1","SetupOwnerId"
"c2g__ERPAccountingMessagingSettings__c","Profile","1","SetupOwnerId"
"c2g__ERPAccountingMessagingSettings__c","Record Visibility","1","RecordVisibilityId"
"c2g__ERPAccountingMessagingSettings__c","User","3","CreatedById;LastModifiedById;SetupOwnerId"
"c2g__ERPAccountingMessagingSettings__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__ffhyb_HybridProcess__c","Group","1","OwnerId"
"c2g__ffhyb_HybridProcess__c","Record Visibility","1","RecordVisibilityId"
"c2g__ffhyb_HybridProcess__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__ffhyb_HybridProcess__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__fflib_BatchProcess__c","Group","1","OwnerId"
"c2g__fflib_BatchProcess__c","Record Visibility","1","RecordVisibilityId"
"c2g__fflib_BatchProcess__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__fflib_BatchProcess__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__fflib_BatchProcessDetail__c","c2g__fflib_BatchProcess__c","1","c2g__BatchProcess__c"
"c2g__fflib_BatchProcessDetail__c","Record Visibility","1","RecordVisibilityId"
"c2g__fflib_BatchProcessDetail__c","User","2","CreatedById;LastModifiedById"
"c2g__fflib_BatchProcessDetail__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__fflib_SchedulerConfiguration__c","Group","1","OwnerId"
"c2g__fflib_SchedulerConfiguration__c","Record Visibility","1","RecordVisibilityId"
"c2g__fflib_SchedulerConfiguration__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__fflib_SchedulerConfiguration__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__fflib_XXXBatchTestOpportunity2__c","Account","1","c2g__Account__c"
"c2g__fflib_XXXBatchTestOpportunity2__c","c2g__fflib_BatchProcess__c","1","c2g__BatchProcess__c"
"c2g__fflib_XXXBatchTestOpportunity2__c","Group","1","OwnerId"
"c2g__fflib_XXXBatchTestOpportunity2__c","Record Visibility","1","RecordVisibilityId"
"c2g__fflib_XXXBatchTestOpportunity2__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__fflib_XXXBatchTestOpportunity2__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__ffsda_SupportDataAccessKey__c","Organization","1","SetupOwnerId"
"c2g__ffsda_SupportDataAccessKey__c","Profile","1","SetupOwnerId"
"c2g__ffsda_SupportDataAccessKey__c","Record Visibility","1","RecordVisibilityId"
"c2g__ffsda_SupportDataAccessKey__c","User","3","CreatedById;LastModifiedById;SetupOwnerId"
"c2g__ffsda_SupportDataAccessKey__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__Filter__c","Group","1","OwnerId"
"c2g__Filter__c","Record Visibility","1","RecordVisibilityId"
"c2g__Filter__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__Filter__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__FilterElement__c","c2g__Filter__c","1","c2g__Filter__c"
"c2g__FilterElement__c","Record Visibility","1","RecordVisibilityId"
"c2g__FilterElement__c","User","2","CreatedById;LastModifiedById"
"c2g__FilterElement__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__FixedAllocationRuleLine__c","c2g__AllocationRule__c","1","c2g__AllocationRule__c"
"c2g__FixedAllocationRuleLine__c","c2g__codaCompany__c","1","c2g__Company__c"
"c2g__FixedAllocationRuleLine__c","c2g__codaDimension1__c","1","c2g__Dimension1__c"
"c2g__FixedAllocationRuleLine__c","c2g__codaDimension2__c","1","c2g__Dimension2__c"
"c2g__FixedAllocationRuleLine__c","c2g__codaDimension3__c","1","c2g__Dimension3__c"
"c2g__FixedAllocationRuleLine__c","c2g__codaDimension4__c","1","c2g__Dimension4__c"
"c2g__FixedAllocationRuleLine__c","c2g__codaGeneralLedgerAccount__c","1","c2g__GeneralLedgerAccount__c"
"c2g__FixedAllocationRuleLine__c","Record Visibility","1","RecordVisibilityId"
"c2g__FixedAllocationRuleLine__c","User","2","CreatedById;LastModifiedById"
"c2g__FixedAllocationRuleLine__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__GroupStructureSettings__c","Group","1","OwnerId"
"c2g__GroupStructureSettings__c","Record Visibility","1","RecordVisibilityId"
"c2g__GroupStructureSettings__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__GroupStructureSettings__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__InquiryTemplate__c","c2g__DataView__c","1","c2g__Dataview__c"
"c2g__InquiryTemplate__c","c2g__SummarizationTemplate__c","1","c2g__SummarizationTemplate__c"
"c2g__InquiryTemplate__c","Group","1","OwnerId"
"c2g__InquiryTemplate__c","Record Visibility","1","RecordVisibilityId"
"c2g__InquiryTemplate__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__InquiryTemplate__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__InquiryTemplateColumn__c","c2g__DataViewField__c","1","c2g__DataViewField__c"
"c2g__InquiryTemplateColumn__c","c2g__InquiryTemplate__c","2","c2g__DrillInquiryTemplate__c;c2g__InquiryTemplate__c"
"c2g__InquiryTemplateColumn__c","Record Visibility","1","RecordVisibilityId"
"c2g__InquiryTemplateColumn__c","User","2","CreatedById;LastModifiedById"
